sentence,label
그럼 이만 물러가겠습니다. 감사합니다.,작별
이제 가보겠습니다. 다음에 또 만나요~.,작별
시간이 너무 빨리 지나갔네요. 이만 인사드릴게요. 😊,작별
이제 집에 가봐야겠어요. 잘 가요!,작별
헤어지려니 아쉽지만 다음에 또 봐요! 😊,작별
즐거운 시간이었어요. 안녕히 계세요.,작별
즐거운 시간이었어요. 안녕히 계세요.,작별
끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요.,작별
끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요. 😊,작별
끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요~.,작별
이제 가보겠습니다. 다음에 또 만나요. 😊,작별
오늘은 여기까지 하고 다음에 다시 만나요.,작별
즐거운 시간이었어요. 안녕히 계세요.,작별
헤어지려니 아쉽지만 다음에 또 봐요~!,작별
그럼 이만 물러가겠습니다. 감사합니다. 😊,작별
즐거운 시간이었어요. 안녕히 계세요. 😊,작별
다음 기회에 또 찾아뵙겠습니다. 😊,작별
헤어지려니 아쉽지만 다음에 또 봐요!,작별
음... 그럼 이만 물러가겠습니다. 감사합니다.,작별
시간이 너무 빨리 지나갔네요. 이만 인사드릴게요. 😊,작별
헤어지려니 아쉽지만 다음에 또 봐요!,작별
음... 안녕히 계세요.,작별
다음 기회에 또 찾아뵙겠습니다. 😊,작별
안녕히 계세요.,작별
음... 오늘은 여기까지 하고 다음에 다시 만나요.,작별
헤어지려니 아쉽지만 다음에 또 봐요!,작별
음... 헤어지려니 아쉽지만 다음에 또 봐요!,작별
음... 이제 집에 가봐야겠어요. 잘 가요!,작별
이제 집에 가봐야겠어요~. 잘 가요~!,작별
오늘은 여기까지 하고 다음에 다시 만나요~.,작별
즐거운 시간이었어요~. 안녕히 계세요~.,작별
끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요.,작별
그럼 이만 물러가겠습니다. 감사합니다. 😊,작별
시간이 너무 빨리 지나갔네요. 이만 인사드릴게요.,작별
이제 집에 가봐야겠어요~. 잘 가요~!,작별
오늘은 여기까지 하고 다음에 다시 만나요.,작별
이제 가보겠습니다. 다음에 또 만나요~.,작별
음... 이제 집에 가봐야겠어요. 잘 가요!,작별
오늘은 여기까지 하고 다음에 다시 만나요.,작별
음... 이제 가보겠습니다. 다음에 또 만나요.,작별
다음 기회에 또 찾아뵙겠습니다.,작별
이제 집에 가봐야겠어요. 잘 가요! 😊,작별
오늘은 여기까지 하고 다음에 다시 만나요. 😊,작별
음... 헤어지려니 아쉽지만 다음에 또 봐요!,작별
다음 기회에 또 찾아뵙겠습니다. 😊,작별
다음 기회에 또 찾아뵙겠습니다.,작별
시간이 너무 빨리 지나갔네요. 이만 인사드릴게요. 😊,작별
다음 기회에 또 찾아뵙겠습니다. 😊,작별
끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요. 😊,작별
음... 그럼 이만 물러가겠습니다. 감사합니다.,작별
안녕히 계세요. 😊,작별
즐거운 시간이었어요. 안녕히 계세요.,작별
오늘은 여기까지 하고 다음에 다시 만나요~.,작별
이제 가보겠습니다. 다음에 또 만나요.,작별
이제 집에 가봐야겠어요~. 잘 가요~!,작별
음... 오늘은 여기까지 하고 다음에 다시 만나요.,작별
끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요.,작별
이제 가보겠습니다. 다음에 또 만나요. 😊,작별
오늘은 여기까지 하고 다음에 다시 만나요.,작별
즐거운 시간이었어요. 안녕히 계세요. 😊,작별
시간이 너무 빨리 지나갔네요. 이만 인사드릴게요.,작별
이제 가보겠습니다. 다음에 또 만나요.,작별
그럼 이만 물러가겠습니다. 감사합니다.,작별
이제 가보겠습니다. 다음에 또 만나요. 😊,작별
오늘은 여기까지 하고 다음에 다시 만나요.,작별
끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요. 😊,작별
음... 끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요.,작별
안녕히 계세요. 😊,작별
끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요. 😊,작별
음... 다음 기회에 또 찾아뵙겠습니다.,작별
음... 끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요.,작별
끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요.,작별
이제 가보겠습니다. 다음에 또 만나요. 😊,작별
이제 집에 가봐야겠어요. 잘 가요!,작별
이제 집에 가봐야겠어요. 잘 가요!,작별
시간이 너무 빨리 지나갔네요. 이만 인사드릴게요. 😊,작별
이제 가보겠습니다. 다음에 또 만나요. 😊,작별
음... 오늘은 여기까지 하고 다음에 다시 만나요.,작별
이제 집에 가봐야겠어요. 잘 가요!,작별
즐거운 시간이었어요. 안녕히 계세요. 😊,작별
안녕히 계세요.,작별
다음 기회에 또 찾아뵙겠습니다. 😊,작별
즐거운 시간이었어요. 안녕히 계세요.,작별
즐거운 시간이었어요. 안녕히 계세요. 😊,작별
안녕히 계세요.,작별
시간이 너무 빨리 지나갔네요. 이만 인사드릴게요.,작별
헤어지려니 아쉽지만 다음에 또 봐요!,작별
헤어지려니 아쉽지만 다음에 또 봐요!,작별
다음 기회에 또 찾아뵙겠습니다. 😊,작별
안녕히 계세요. 😊,작별
음... 즐거운 시간이었어요. 안녕히 계세요.,작별
안녕히 계세요. 😊,작별
음... 시간이 너무 빨리 지나갔네요. 이만 인사드릴게요.,작별
이제 집에 가봐야겠어요. 잘 가요! 😊,작별
다음 기회에 또 찾아뵙겠습니다.,작별
끝까지 함께 해주셔서 감사했습니다. 다음에 뵐게요~.,작별
음... 오늘은 여기까지 하고 다음에 다시 만나요.,작별
너무 인상 깊은 발표였어요. 감동했습니다. 😊,칭찬
너무 인상 깊은 발표였어요. 감동했습니다. 😊,칭찬
음... 이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
음... 이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
창의적인 아이디어가 너무 인상적이에요. 😊,칭찬
정말 대단하세요. 배울 점이 많아요. 😊,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
모든 과정을 정말 섬세하게 준비했네요~. 훌륭해요~!,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요~!,칭찬
음... 생각보다 훨씬 잘했어요!,칭찬
음... 정말 똑똑하고 준비도 철저하네요.,칭찬
너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
창의적인 아이디어가 너무 인상적이에요. 😊,칭찬
정말 대단하세요. 배울 점이 많아요.,칭찬
정말 멋졌어요!,칭찬
오늘 퍼포먼스 완전 최고였어요! 😊,칭찬
창의적인 아이디어가 너무 인상적이에요~.,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
음... 이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
정말 대단하세요. 배울 점이 많아요.,칭찬
창의적인 아이디어가 너무 인상적이에요.,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요. 😊,칭찬
생각보다 훨씬 잘했어요! 😊,칭찬
음... 정말 대단하세요. 배울 점이 많아요.,칭찬
음... 너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
음... 모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요! 😊,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요! 😊,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
음... 정말 대단하세요. 배울 점이 많아요.,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요. 😊,칭찬
창의적인 아이디어가 너무 인상적이에요~.,칭찬
정말 대단하세요. 배울 점이 많아요.,칭찬
정말 대단하세요~. 배울 점이 많아요~.,칭찬
창의적인 아이디어가 너무 인상적이에요. 😊,칭찬
창의적인 아이디어가 너무 인상적이에요. 😊,칭찬
음... 너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
창의적인 아이디어가 너무 인상적이에요~.,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요! 😊,칭찬
정말 멋졌어요~!,칭찬
음... 이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
정말 멋졌어요!,칭찬
모든 과정을 정말 섬세하게 준비했네요~. 훌륭해요~!,칭찬
생각보다 훨씬 잘했어요! 😊,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요! 😊,칭찬
정말 대단하세요. 배울 점이 많아요.,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요! 😊,칭찬
정말 멋졌어요!,칭찬
생각보다 훨씬 잘했어요! 😊,칭찬
너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
정말 멋졌어요! 😊,칭찬
오늘 퍼포먼스 완전 최고였어요! 😊,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요! 😊,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요! 😊,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요! 😊,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
정말 대단하세요. 배울 점이 많아요.,칭찬
오늘 퍼포먼스 완전 최고였어요! 😊,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요! 😊,칭찬
창의적인 아이디어가 너무 인상적이에요~.,칭찬
너무 인상 깊은 발표였어요~. 감동했습니다.,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
오늘 퍼포먼스 완전 최고였어요! 😊,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요. 😊,칭찬
생각보다 훨씬 잘했어요!,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
음... 창의적인 아이디어가 너무 인상적이에요.,칭찬
오늘 퍼포먼스 완전 최고였어요~!,칭찬
정말 똑똑하고 준비도 철저하네요.,칭찬
생각보다 훨씬 잘했어요! 😊,칭찬
너무 인상 깊은 발표였어요. 감동했습니다. 😊,칭찬
너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
음... 이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
정말 대단하세요. 배울 점이 많아요.,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
음... 정말 대단하세요. 배울 점이 많아요.,칭찬
음... 생각보다 훨씬 잘했어요!,칭찬
정말 똑똑하고 준비도 철저하네요~.,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
정말 멋졌어요!,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
창의적인 아이디어가 너무 인상적이에요~.,칭찬
너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
너무 인상 깊은 발표였어요~. 감동했습니다.,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
정말 멋졌어요!,칭찬
생각보다 훨씬 잘했어요! 😊,칭찬
음... 이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
너무 인상 깊은 발표였어요. 감동했습니다. 😊,칭찬
창의적인 아이디어가 너무 인상적이에요. 😊,칭찬
정말 대단하세요~. 배울 점이 많아요~.,칭찬
창의적인 아이디어가 너무 인상적이에요. 😊,칭찬
너무 인상 깊은 발표였어요. 감동했습니다. 😊,칭찬
정말 똑똑하고 준비도 철저하네요. 😊,칭찬
창의적인 아이디어가 너무 인상적이에요~.,칭찬
음... 오늘 퍼포먼스 완전 최고였어요!,칭찬
창의적인 아이디어가 너무 인상적이에요.,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
음... 모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
정말 멋졌어요!,칭찬
정말 똑똑하고 준비도 철저하네요.,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
정말 멋졌어요! 😊,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
창의적인 아이디어가 너무 인상적이에요. 😊,칭찬
오늘 퍼포먼스 완전 최고였어요~!,칭찬
오늘 퍼포먼스 완전 최고였어요! 😊,칭찬
음... 모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
정말 멋졌어요! 😊,칭찬
음... 너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
정말 똑똑하고 준비도 철저하네요.,칭찬
오늘 퍼포먼스 완전 최고였어요~!,칭찬
음... 정말 똑똑하고 준비도 철저하네요.,칭찬
음... 오늘 퍼포먼스 완전 최고였어요!,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요. 😊,칭찬
정말 똑똑하고 준비도 철저하네요. 😊,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
정말 대단하세요~. 배울 점이 많아요~.,칭찬
생각보다 훨씬 잘했어요! 😊,칭찬
너무 인상 깊은 발표였어요. 감동했습니다. 😊,칭찬
창의적인 아이디어가 너무 인상적이에요. 😊,칭찬
정말 멋졌어요!,칭찬
정말 대단하세요. 배울 점이 많아요.,칭찬
정말 멋졌어요! 😊,칭찬
음... 창의적인 아이디어가 너무 인상적이에요.,칭찬
생각보다 훨씬 잘했어요!,칭찬
창의적인 아이디어가 너무 인상적이에요.,칭찬
음... 정말 대단하세요. 배울 점이 많아요.,칭찬
음... 너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
오늘 퍼포먼스 완전 최고였어요~!,칭찬
음... 오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
음... 정말 똑똑하고 준비도 철저하네요.,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
정말 똑똑하고 준비도 철저하네요. 😊,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요! 😊,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
오늘 퍼포먼스 완전 최고였어요! 😊,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
정말 멋졌어요!,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
정말 멋졌어요~!,칭찬
음... 이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요! 😊,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요!,칭찬
음... 생각보다 훨씬 잘했어요!,칭찬
음... 생각보다 훨씬 잘했어요!,칭찬
정말 멋졌어요~!,칭찬
너무 인상 깊은 발표였어요. 감동했습니다. 😊,칭찬
음... 오늘 퍼포먼스 완전 최고였어요!,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
오늘 퍼포먼스 완전 최고였어요! 😊,칭찬
정말 대단하세요. 배울 점이 많아요.,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요! 😊,칭찬
너무 인상 깊은 발표였어요. 감동했습니다. 😊,칭찬
정말 대단하세요. 배울 점이 많아요. 😊,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요! 😊,칭찬
정말 멋졌어요!,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
정말 대단하세요. 배울 점이 많아요. 😊,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
창의적인 아이디어가 너무 인상적이에요.,칭찬
생각보다 훨씬 잘했어요!,칭찬
모든 과정을 정말 섬세하게 준비했네요. 훌륭해요! 😊,칭찬
너무 인상 깊은 발표였어요. 감동했습니다. 😊,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요. 😊,칭찬
너무 인상 깊은 발표였어요~. 감동했습니다.,칭찬
창의적인 아이디어가 너무 인상적이에요~.,칭찬
정말 똑똑하고 준비도 철저하네요. 😊,칭찬
정말 대단하세요~. 배울 점이 많아요~.,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
음... 생각보다 훨씬 잘했어요!,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
생각보다 훨씬 잘했어요! 😊,칭찬
음... 너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
오늘처럼만 하면 정말 최고의 결과가 나올 것 같아요!,칭찬
생각보다 훨씬 잘했어요! 😊,칭찬
정말 멋졌어요~!,칭찬
음... 창의적인 아이디어가 너무 인상적이에요.,칭찬
창의적인 아이디어가 너무 인상적이에요~.,칭찬
음... 정말 멋졌어요!,칭찬
음... 정말 대단하세요. 배울 점이 많아요.,칭찬
음... 정말 대단하세요. 배울 점이 많아요.,칭찬
정말 대단하세요. 배울 점이 많아요.,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
모든 과정을 정말 섬세하게 준비했네요~. 훌륭해요~!,칭찬
오늘 퍼포먼스 완전 최고였어요!,칭찬
음... 너무 인상 깊은 발표였어요. 감동했습니다.,칭찬
정말 대단하세요. 배울 점이 많아요. 😊,칭찬
이보다 더 잘할 수 있을까요? 완벽했어요.,칭찬
창의적인 아이디어가 너무 인상적이에요.,칭찬
모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
음... 요즘 너무 지치고 우울해요.,슬픔
음... 기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
하루하루가 너무 버겁게 느껴져요~.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요. 😊,슬픔
마음이 너무 아파요.,슬픔
가슴이 답답하고 외로운 기분이 들어요~.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요. 😊,슬픔
요즘 너무 지치고 우울해요.,슬픔
음... 기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
요즘 너무 지치고 우울해요. 😊,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요. 😊,슬픔
하루하루가 너무 버겁게 느껴져요~.,슬픔
음... 모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
가슴이 답답하고 외로운 기분이 들어요. 😊,슬픔
마음이 너무 아파요.,슬픔
마음이 너무 아파요. 😊,슬픔
오늘은 정말 힘든 하루였어요.,슬픔
오늘은 정말 힘든 하루였어요.,슬픔
가슴이 답답하고 외로운 기분이 들어요. 😊,슬픔
요즘 너무 지치고 우울해요. 😊,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
마음이 너무 아파요. 😊,슬픔
기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
음... 오늘은 정말 힘든 하루였어요.,슬픔
음... 모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요~.,슬픔
실망스러운 일이 있었어요~. 괜찮다고 말할 수가 없네요~.,슬픔
가슴이 답답하고 외로운 기분이 들어요. 😊,슬픔
기운이 하나도 없고 눈물이 날 것 같아요. 😊,슬픔
마음이 너무 아파요.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요. 😊,슬픔
실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요. 😊,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
음... 기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요. 😊,슬픔
음... 요즘 너무 지치고 우울해요.,슬픔
음... 기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
하루하루가 너무 버겁게 느껴져요.,슬픔
음... 모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요. 😊,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
음... 요즘 너무 지치고 우울해요.,슬픔
오늘은 정말 힘든 하루였어요. 😊,슬픔
음... 기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
음... 실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요.,슬픔
실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요. 😊,슬픔
가슴이 답답하고 외로운 기분이 들어요.,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
하루하루가 너무 버겁게 느껴져요~.,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요. 😊,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요. 😊,슬픔
오늘은 정말 힘든 하루였어요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요. 😊,슬픔
오늘은 정말 힘든 하루였어요.,슬픔
음... 실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요.,슬픔
음... 기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
음... 마음이 너무 아파요.,슬픔
음... 오늘은 정말 힘든 하루였어요.,슬픔
음... 이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
마음이 너무 아파요. 😊,슬픔
음... 하루하루가 너무 버겁게 느껴져요.,슬픔
음... 하루하루가 너무 버겁게 느껴져요.,슬픔
가슴이 답답하고 외로운 기분이 들어요.,슬픔
마음이 너무 아파요. 😊,슬픔
가슴이 답답하고 외로운 기분이 들어요~.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요~.,슬픔
실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요.,슬픔
하루하루가 너무 버겁게 느껴져요.,슬픔
요즘 너무 지치고 우울해요. 😊,슬픔
마음이 너무 아파요. 😊,슬픔
음... 가슴이 답답하고 외로운 기분이 들어요.,슬픔
음... 모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
음... 가슴이 답답하고 외로운 기분이 들어요.,슬픔
음... 하루하루가 너무 버겁게 느껴져요.,슬픔
마음이 너무 아파요. 😊,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요~.,슬픔
가슴이 답답하고 외로운 기분이 들어요. 😊,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
요즘 너무 지치고 우울해요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요. 😊,슬픔
마음이 너무 아파요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요. 😊,슬픔
모든 게 내 뜻대로 되지 않아 속상해요. 😊,슬픔
요즘 너무 지치고 우울해요.,슬픔
음... 이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
음... 실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요.,슬픔
음... 실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요. 😊,슬픔
하루하루가 너무 버겁게 느껴져요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요~.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요. 😊,슬픔
마음이 너무 아파요.,슬픔
마음이 너무 아파요. 😊,슬픔
오늘은 정말 힘든 하루였어요. 😊,슬픔
마음이 너무 아파요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요~.,슬픔
음... 오늘은 정말 힘든 하루였어요.,슬픔
가슴이 답답하고 외로운 기분이 들어요.,슬픔
가슴이 답답하고 외로운 기분이 들어요. 😊,슬픔
마음이 너무 아파요.,슬픔
하루하루가 너무 버겁게 느껴져요.,슬픔
가슴이 답답하고 외로운 기분이 들어요.,슬픔
가슴이 답답하고 외로운 기분이 들어요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요~.,슬픔
가슴이 답답하고 외로운 기분이 들어요.,슬픔
음... 이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
음... 오늘은 정말 힘든 하루였어요.,슬픔
실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요. 😊,슬픔
마음이 너무 아파요. 😊,슬픔
음... 모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
음... 오늘은 정말 힘든 하루였어요.,슬픔
오늘은 정말 힘든 하루였어요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요. 😊,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요. 😊,슬픔
기운이 하나도 없고 눈물이 날 것 같아요. 😊,슬픔
하루하루가 너무 버겁게 느껴져요~.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요. 😊,슬픔
음... 모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
하루하루가 너무 버겁게 느껴져요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
오늘은 정말 힘든 하루였어요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요~.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요. 😊,슬픔
오늘은 정말 힘든 하루였어요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요. 😊,슬픔
음... 혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요. 😊,슬픔
오늘은 정말 힘든 하루였어요. 😊,슬픔
기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
하루하루가 너무 버겁게 느껴져요.,슬픔
음... 기운이 하나도 없고 눈물이 날 것 같아요.,슬픔
마음이 너무 아파요~.,슬픔
음... 요즘 너무 지치고 우울해요.,슬픔
요~즘 너무 지치고 우울해요~.,슬픔
기운이 하나도 없고 눈물이 날 것 같아요. 😊,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
음... 실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
모든 게 내 뜻대로 되지 않아 속상해요~.,슬픔
음... 혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
음... 마음이 너무 아파요.,슬픔
마음이 너무 아파요~.,슬픔
오늘은 정말 힘든 하루였어요.,슬픔
실망스러운 일이 있었어요. 괜찮다고 말할 수가 없네요.,슬픔
마음이 너무 아파요. 😊,슬픔
음... 모든 게 내 뜻대로 되지 않아 속상해요.,슬픔
음... 혼자라고 느껴질 때가 많아서 너무 힘들어요.,슬픔
하루하루가 너무 버겁게 느껴져요~.,슬픔
가슴이 답답하고 외로운 기분이 들어요. 😊,슬픔
이 상황이 계속되면 어떡하죠? 너무 슬퍼요.,슬픔
음... 하루하루가 너무 버겁게 느껴져요.,슬픔
혼자라고 느껴질 때가 많아서 너무 힘들어요~.,슬픔
음... 하루하루가 너무 버겁게 느껴져요.,슬픔
음... 마음이 너무 아파요.,슬픔
하루하루가 너무 버겁게 느껴져요.,슬픔
요즘 너무 지치고 우울해요.,슬픔
